2,2,2,1,2,3
2,2,2,2,2,3
2,2,2,2,2,3
2,2,2,2,2,3
2,2,2,2,2,3
2,2,2,2,2,3
3,3,3,2,3,3
3,3,3,2,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
3,3,3,3,3,3
4,4,4,3,4,3
4,4,4,3,4,3
4,4,4,4,4,5
4,4,4,4,4,5
4,4,4,4,4,5
4,4,4,4,4,5
4,4,4,4,4,5
4,4,4,4,4,5
4,4,4,4,4,5
5,5,5,4,5,5
5,5,5,4,5,5
5,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,5,5
5,5,5,5,5,5
6,6,6,5,6,5
6,6,6,5,6,5
6,6,6,6,6,5
6,6,6,6,6,5
6,6,6,6,6,5
6,6,6,6,6,5
6,6,6,6,6,5
6,6,6,6,6,5
6,6,6,6,6,5
7,7,7,6,7,5
7,7,7,6,7,5
7,7,7,7,7,5
7,7,7,7,7,5
7,7,7,7,7,5
7,7,7,7,7,5
7,7,7,7,7,5
7,7,7,7,7,5
8,8,8,7,8,2
8,8,8,7,8,2
8,8,8,8,8,2
8,8,8,8,8,2
8,8,8,8,8,2
8,8,8,8,8,2
8,8,8,8,8,2
8,8,8,8,8,2
8,8,8,8,8,2
9,9,9,8,9,2
9,9,9,8,9,2
9,9,9,9,9,2
9,9,9,9,9,2
9,9,9,9,9,2
9,9,9,9,9,2
9,9,9,9,9,2
9,9,9,9,9,2
9,9,9,9,9,2
10,10,10,9,10,2
10,10,10,9,10,2
10,10,10,10,10,2
10,10,10,10,10,2
10,10,10,10,10,2
10,10,10,10,10,2
10,10,10,10,10,2
10,10,10,10,10,2
10,10,10,10,10,2
11,11,11,10,11,2
11,11,11,10,11,2
11,11,11,11,11,2
11,11,11,11,11,2
11,11,11,11,11,2
11,11,11,11,11,2
11,11,11,11,11,2
11,11,11,11,11,2
12,12,12,11,12,2
12,12,12,11,12,2
12,12,12,12,12,2
12,12,12,12,12,2
12,12,12,12,12,2
12,12,12,12,12,2
12,12,12,12,12,2
12,12,12,12,12,2
12,12,12,12,12,2
13,13,13,12,13,2
13,13,13,12,13,2
13,13,13,13,13,2
13,13,13,13,13,2
13,13,13,13,13,2
13,13,13,13,13,2
13,13,13,13,13,2
13,13,13,13,13,2
13,13,13,13,13,2
14,14,14,13,14,2
14,14,14,13,14,2
14,14,14,14,14,2
14,14,14,14,14,2
14,14,14,14,14,2
14,14,14,14,14,2
14,14,14,14,14,2
14,14,14,14,14,2
14,14,14,14,14,2
15,15,15,14,15,2
15,15,15,14,15,2
15,15,15,15,15,2
15,15,15,15,15,2
15,15,15,15,15,2
15,15,15,15,15,2
15,15,15,15,15,2
15,15,15,15,15,2
16,16,16,15,16,2
16,16,16,15,16,2
16,16,16,16,16,2
16,16,16,16,16,2
16,16,16,16,16,2
16,16,16,16,16,2
16,16,16,16,16,2
16,16,16,16,16,2
16,16,16,16,16,2
17,17,17,16,17,2
17,17,17,16,17,2
17,17,17,17,17,2
17,17,17,17,17,2
17,17,17,17,17,2
17,17,17,17,17,2
17,17,17,17,17,2
17,17,17,17,17,2
17,17,17,17,17,2
18,18,18,17,18,4
18,18,18,17,18,4
18,18,18,18,18,4
18,18,18,18,18,4
18,18,18,18,18,4
18,18,18,18,18,4
18,18,18,18,18,4
18,18,18,18,18,4
